Customer_ID,Customer_Name,Email,Age_Group,Location,Member_Since,Active_Status
765,Robert Brown,mary.jane@example.com,56+,Seattle,2023-12-04,True
766,James Bond,robert.brown@example.com,46-55,Austin,2022-07-24,True
767,Bruce Wayne,emily.davis@example.com,56+,Miami,2022-09-17,True
768,Michael Clark,john.doe@example.com,46-55,Denver,2021-05-19,True
769,Robert Brown,emily.davis@example.com,36-45,Chicago,2023-11-04,True
770,Emily Davis,robert.brown@example.com,46-55,Los Angeles,2023-01-19,True
771,Jane Smith,robert.brown@example.com,18-25,Dallas,2023-06-17,True
772,James Bond,jane.smith@example.com,36-45,Seattle,2023-01-12,True
773,Bruce Wayne,mary.jane@example.com,26-35,Miami,2021-08-21,True
774,Sarah Connor,mary.jane@example.com,36-45,New York,2022-10-05,True
775,Jane Smith,james.bond@example.com,36-45,Austin,2021-12-26,True
776,Emily Davis,emily.davis@example.com,36-45,Seattle,2021-06-28,True
777,Jane Smith,bruce.wayne@example.com,26-35,Seattle,2021-07-19,True
778,Jane Smith,clark.kent@example.com,18-25,Dallas,2021-02-06,True
779,Robert Brown,john.doe@example.com,18-25,New York,2021-03-08,True
780,Mary Jane,bruce.wayne@example.com,46-55,Boston,2022-06-20,True
781,Clark Kent,robert.brown@example.com,56+,New York,2023-11-09,True
782,Jane Smith,jane.smith@example.com,56+,Seattle,2022-09-22,True
783,Bruce Wayne,michael.clark@example.com,26-35,Miami,2021-02-13,True
784,Bruce Wayne,john.doe@example.com,18-25,Denver,2023-08-14,True
785,Clark Kent,michael.clark@example.com,26-35,San Francisco,2022-05-17,True
786,John Doe,robert.brown@example.com,26-35,Los Angeles,2023-12-27,True
787,Robert Brown,bruce.wayne@example.com,26-35,Miami,2022-04-08,True
788,James Bond,emily.davis@example.com,26-35,New York,2022-01-06,True
789,Robert Brown,emily.davis@example.com,36-45,Miami,2022-04-27,True
790,Jane Smith,michael.clark@example.com,26-35,Dallas,2023-04-03,True
791,Michael Clark,jane.smith@example.com,26-35,Denver,2022-12-22,True
792,Robert Brown,bruce.wayne@example.com,56+,Miami,2022-10-13,True
793,Emily Davis,james.bond@example.com,36-45,Seattle,2022-10-05,True
794,Robert Brown,emily.davis@example.com,46-55,San Francisco,2022-07-23,True
795,Mary Jane,john.doe@example.com,26-35,Dallas,2023-08-17,True
796,Sarah Connor,robert.brown@example.com,56+,Dallas,2021-04-09,True
797,John Doe,emily.davis@example.com,18-25,Dallas,2022-01-12,True
798,Michael Clark,michael.clark@example.com,56+,New York,2022-08-09,True
799,Robert Brown,mary.jane@example.com,26-35,Chicago,2023-09-04,True
800,John Doe,mary.jane@example.com,46-55,Boston,2023-12-10,True
801,Jane Smith,mary.jane@example.com,56+,Austin,2021-03-26,True
802,Mary Jane,bruce.wayne@example.com,26-35,Chicago,2023-01-24,True
803,Michael Clark,michael.clark@example.com,56+,Seattle,2022-05-16,True
804,Michael Clark,robert.brown@example.com,18-25,New York,2023-04-09,True
805,James Bond,robert.brown@example.com,18-25,San Francisco,2021-11-10,True
806,Mary Jane,jane.smith@example.com,56+,San Francisco,2022-04-07,True
807,James Bond,john.doe@example.com,36-45,Miami,2022-08-13,True
808,Clark Kent,michael.clark@example.com,56+,Austin,2022-05-22,True
809,Michael Clark,john.doe@example.com,56+,New York,2023-07-20,True
810,Clark Kent,robert.brown@example.com,36-45,Boston,2021-12-18,True
811,Robert Brown,robert.brown@example.com,26-35,Austin,2022-03-05,True
812,James Bond,john.doe@example.com,56+,Los Angeles,2023-12-26,True
813,Michael Clark,mary.jane@example.com,18-25,Dallas,2021-07-09,True
814,Sarah Connor,emily.davis@example.com,46-55,Denver,2021-04-17,True
815,Jane Smith,bruce.wayne@example.com,46-55,Chicago,2023-01-17,True
816,Mary Jane,sarah.connor@example.com,56+,Dallas,2021-10-14,True
817,Clark Kent,sarah.connor@example.com,46-55,Seattle,2021-12-12,True
818,Emily Davis,jane.smith@example.com,46-55,Denver,2023-05-25,True
819,James Bond,jane.smith@example.com,56+,Denver,2023-09-23,True
820,Jane Smith,michael.clark@example.com,56+,Dallas,2023-11-12,True
821,Bruce Wayne,michael.clark@example.com,26-35,Los Angeles,2022-09-03,True
822,Sarah Connor,robert.brown@example.com,26-35,Seattle,2023-11-11,True
823,John Doe,sarah.connor@example.com,18-25,San Francisco,2023-09-12,True
824,Jane Smith,james.bond@example.com,56+,Miami,2021-01-17,True
825,Sarah Connor,john.doe@example.com,46-55,Dallas,2022-01-27,True
826,Sarah Connor,sarah.connor@example.com,36-45,Seattle,2022-04-22,True
827,Emily Davis,james.bond@example.com,46-55,Miami,2022-05-04,True
828,Emily Davis,bruce.wayne@example.com,36-45,Los Angeles,2021-04-03,True
829,Jane Smith,emily.davis@example.com,56+,Denver,2021-01-25,True
830,John Doe,emily.davis@example.com,46-55,Austin,2023-04-16,True
831,Jane Smith,james.bond@example.com,46-55,Denver,2022-08-13,True
832,Robert Brown,mary.jane@example.com,56+,New York,2021-08-22,True
833,John Doe,bruce.wayne@example.com,46-55,San Francisco,2021-11-22,True
834,Jane Smith,james.bond@example.com,18-25,Boston,2021-05-14,True
835,James Bond,james.bond@example.com,36-45,Seattle,2022-06-20,True
836,Bruce Wayne,james.bond@example.com,18-25,New York,2021-06-02,True
837,Sarah Connor,emily.davis@example.com,36-45,Dallas,2022-07-05,True
838,Michael Clark,james.bond@example.com,26-35,Dallas,2023-10-24,True
839,Mary Jane,james.bond@example.com,56+,Chicago,2021-08-04,True
840,Michael Clark,james.bond@example.com,46-55,New York,2022-11-03,True
841,Jane Smith,james.bond@example.com,26-35,Denver,2021-05-07,True
842,Clark Kent,emily.davis@example.com,26-35,Dallas,2023-01-09,True
843,John Doe,james.bond@example.com,18-25,Denver,2023-11-09,True
844,Sarah Connor,clark.kent@example.com,46-55,Denver,2023-05-05,True
845,James Bond,john.doe@example.com,18-25,Los Angeles,2022-08-25,True
846,Clark Kent,sarah.connor@example.com,26-35,Seattle,2023-09-03,True
847,John Doe,robert.brown@example.com,36-45,New York,2023-01-08,True
848,Robert Brown,mary.jane@example.com,26-35,Miami,2022-11-25,True
849,Bruce Wayne,robert.brown@example.com,36-45,San Francisco,2023-02-10,True
850,Mary Jane,james.bond@example.com,36-45,New York,2022-03-19,True
851,Sarah Connor,john.doe@example.com,36-45,Boston,2021-01-28,True
852,James Bond,robert.brown@example.com,18-25,Boston,2023-10-26,True
853,Emily Davis,mary.jane@example.com,46-55,Chicago,2023-11-25,True
854,Michael Clark,james.bond@example.com,36-45,Seattle,2023-06-17,True
855,Michael Clark,james.bond@example.com,36-45,Austin,2022-10-05,True
856,Mary Jane,james.bond@example.com,46-55,Dallas,2022-06-23,True
857,Mary Jane,emily.davis@example.com,46-55,Miami,2021-01-05,True
858,Emily Davis,clark.kent@example.com,26-35,Seattle,2021-08-17,True
859,Bruce Wayne,bruce.wayne@example.com,26-35,Denver,2022-08-28,True
860,Clark Kent,mary.jane@example.com,18-25,Boston,2022-02-03,True
861,Robert Brown,john.doe@example.com,46-55,Denver,2023-07-23,True
862,Bruce Wayne,james.bond@example.com,36-45,San Francisco,2023-02-16,True
863,Jane Smith,emily.davis@example.com,36-45,Los Angeles,2023-09-28,True
864,Bruce Wayne,john.doe@example.com,46-55,Chicago,2021-02-06,True
865,Michael Clark,jane.smith@example.com,56+,Seattle,2022-04-19,True
866,Sarah Connor,mary.jane@example.com,56+,Seattle,2023-08-10,True
867,Robert Brown,james.bond@example.com,46-55,New York,2022-06-12,True
868,Michael Clark,clark.kent@example.com,46-55,Denver,2023-05-07,True
869,John Doe,robert.brown@example.com,46-55,San Francisco,2021-03-07,True
870,Jane Smith,michael.clark@example.com,36-45,Boston,2023-10-27,True
871,Michael Clark,mary.jane@example.com,18-25,Los Angeles,2021-07-26,True
872,Jane Smith,mary.jane@example.com,26-35,Dallas,2022-03-19,True
873,Jane Smith,robert.brown@example.com,18-25,Miami,2021-09-19,True
874,Robert Brown,robert.brown@example.com,26-35,Austin,2023-08-07,True
875,Sarah Connor,robert.brown@example.com,36-45,New York,2022-11-16,True
876,Emily Davis,sarah.connor@example.com,36-45,Boston,2023-06-15,True
877,Robert Brown,mary.jane@example.com,36-45,New York,2021-07-07,True
878,Sarah Connor,john.doe@example.com,18-25,Chicago,2022-08-21,True
879,Bruce Wayne,sarah.connor@example.com,56+,Austin,2021-12-26,True
880,James Bond,emily.davis@example.com,36-45,Denver,2023-11-27,True
881,Sarah Connor,emily.davis@example.com,36-45,Miami,2021-04-02,True
882,Jane Smith,sarah.connor@example.com,18-25,Miami,2022-07-10,True
883,Mary Jane,james.bond@example.com,56+,Dallas,2023-05-18,True
884,Bruce Wayne,james.bond@example.com,26-35,Denver,2023-08-18,True
885,Michael Clark,sarah.connor@example.com,26-35,San Francisco,2021-03-20,True
886,Clark Kent,michael.clark@example.com,56+,Denver,2022-06-12,True
887,Mary Jane,mary.jane@example.com,56+,Miami,2021-06-18,True
888,Jane Smith,john.doe@example.com,18-25,Chicago,2022-01-07,True
889,Bruce Wayne,bruce.wayne@example.com,36-45,Boston,2021-11-13,True
890,Mary Jane,robert.brown@example.com,18-25,New York,2021-04-12,True
891,James Bond,james.bond@example.com,36-45,Los Angeles,2021-05-18,True
892,Robert Brown,michael.clark@example.com,46-55,Seattle,2021-01-08,True
893,Mary Jane,james.bond@example.com,26-35,Denver,2021-06-16,True
894,Bruce Wayne,michael.clark@example.com,36-45,Los Angeles,2021-01-17,True
895,Emily Davis,sarah.connor@example.com,36-45,Los Angeles,2021-05-24,True
896,Robert Brown,clark.kent@example.com,56+,New York,2023-11-25,True
897,Sarah Connor,james.bond@example.com,18-25,Chicago,2022-10-07,True
898,Michael Clark,jane.smith@example.com,18-25,Dallas,2021-02-24,True
899,Mary Jane,emily.davis@example.com,56+,Austin,2022-11-11,True
900,Robert Brown,robert.brown@example.com,46-55,Chicago,2023-08-23,True
901,John Doe,robert.brown@example.com,56+,Boston,2022-07-22,True
902,Robert Brown,sarah.connor@example.com,46-55,Miami,2022-06-12,True
903,James Bond,sarah.connor@example.com,26-35,Chicago,2021-05-28,True
904,James Bond,robert.brown@example.com,36-45,Seattle,2023-11-28,True
905,Michael Clark,john.doe@example.com,46-55,Seattle,2021-10-08,True
906,James Bond,robert.brown@example.com,18-25,Miami,2023-03-05,True
907,Robert Brown,bruce.wayne@example.com,46-55,Dallas,2023-01-01,True
908,Clark Kent,michael.clark@example.com,46-55,New York,2023-12-08,True
909,John Doe,robert.brown@example.com,26-35,Austin,2022-06-05,True
910,Robert Brown,clark.kent@example.com,56+,San Francisco,2023-10-12,True
911,Sarah Connor,john.doe@example.com,46-55,Denver,2022-10-09,True
912,Emily Davis,james.bond@example.com,18-25,Denver,2023-03-16,True
913,Clark Kent,emily.davis@example.com,26-35,Dallas,2021-03-21,True
914,Bruce Wayne,jane.smith@example.com,36-45,Dallas,2022-04-16,True
915,Mary Jane,emily.davis@example.com,36-45,New York,2023-04-06,True
916,Jane Smith,emily.davis@example.com,18-25,Miami,2021-04-06,True
917,Robert Brown,john.doe@example.com,36-45,Seattle,2021-08-03,True
918,Bruce Wayne,michael.clark@example.com,18-25,Los Angeles,2021-09-14,True
919,Bruce Wayne,robert.brown@example.com,18-25,Denver,2022-06-19,True
920,James Bond,michael.clark@example.com,26-35,San Francisco,2022-04-25,True
921,Robert Brown,emily.davis@example.com,46-55,Seattle,2021-07-26,True
922,Bruce Wayne,clark.kent@example.com,36-45,San Francisco,2022-10-09,True
923,John Doe,jane.smith@example.com,18-25,San Francisco,2023-11-28,True
924,Sarah Connor,james.bond@example.com,56+,Seattle,2023-11-26,True
925,Sarah Connor,clark.kent@example.com,26-35,Dallas,2022-09-22,True
926,Jane Smith,emily.davis@example.com,18-25,Chicago,2023-03-22,True
927,James Bond,mary.jane@example.com,46-55,Seattle,2023-12-01,True
928,Mary Jane,jane.smith@example.com,56+,Seattle,2023-09-13,True
929,Jane Smith,michael.clark@example.com,46-55,Miami,2022-07-19,True
930,Bruce Wayne,robert.brown@example.com,46-55,Dallas,2022-04-10,True
931,Clark Kent,robert.brown@example.com,18-25,Dallas,2021-01-22,True
932,Clark Kent,bruce.wayne@example.com,26-35,New York,2022-05-24,True
933,John Doe,emily.davis@example.com,26-35,Los Angeles,2023-12-05,True
934,John Doe,jane.smith@example.com,26-35,Boston,2023-07-23,True
935,Robert Brown,michael.clark@example.com,36-45,Los Angeles,2021-09-23,True
936,Robert Brown,michael.clark@example.com,36-45,Seattle,2023-01-10,True
937,Mary Jane,james.bond@example.com,56+,Miami,2021-07-11,True
938,Bruce Wayne,emily.davis@example.com,26-35,Boston,2021-11-08,True
939,James Bond,james.bond@example.com,36-45,Miami,2021-08-09,True
940,Sarah Connor,sarah.connor@example.com,26-35,Los Angeles,2023-10-05,True
941,Sarah Connor,jane.smith@example.com,18-25,Boston,2023-10-09,True
942,Michael Clark,mary.jane@example.com,36-45,Boston,2023-10-12,True
943,Michael Clark,clark.kent@example.com,36-45,Chicago,2022-04-20,True
944,John Doe,mary.jane@example.com,56+,Los Angeles,2021-02-16,True
945,Michael Clark,john.doe@example.com,18-25,Seattle,2021-11-06,True
946,Sarah Connor,jane.smith@example.com,18-25,New York,2021-03-04,True
947,Robert Brown,jane.smith@example.com,26-35,Seattle,2022-12-24,True
948,John Doe,john.doe@example.com,26-35,Seattle,2022-03-15,True
949,Michael Clark,michael.clark@example.com,26-35,San Francisco,2023-09-01,True
950,Clark Kent,clark.kent@example.com,26-35,Dallas,2022-07-20,True
951,Jane Smith,bruce.wayne@example.com,36-45,Denver,2023-11-12,True
952,Jane Smith,james.bond@example.com,56+,San Francisco,2021-04-13,True
953,Sarah Connor,james.bond@example.com,56+,Seattle,2021-04-16,True
954,Mary Jane,emily.davis@example.com,26-35,Denver,2022-07-06,True
955,Bruce Wayne,mary.jane@example.com,36-45,New York,2022-04-24,True
956,Robert Brown,emily.davis@example.com,46-55,Miami,2023-08-03,True
957,John Doe,robert.brown@example.com,36-45,Miami,2023-01-15,True
958,Robert Brown,jane.smith@example.com,56+,Boston,2021-03-13,True
959,Clark Kent,michael.clark@example.com,18-25,New York,2023-04-16,True
960,Jane Smith,james.bond@example.com,56+,Chicago,2021-06-18,True
961,James Bond,james.bond@example.com,36-45,Miami,2023-11-04,True
962,Robert Brown,sarah.connor@example.com,36-45,Los Angeles,2023-05-17,True
963,Bruce Wayne,mary.jane@example.com,18-25,Denver,2023-08-15,True
964,Robert Brown,mary.jane@example.com,18-25,Los Angeles,2022-06-02,True
965,Sarah Connor,bruce.wayne@example.com,26-35,Boston,2022-10-12,True
966,Robert Brown,clark.kent@example.com,46-55,Austin,2023-10-13,True
967,Jane Smith,clark.kent@example.com,36-45,Austin,2021-11-07,True
968,Emily Davis,james.bond@example.com,18-25,Denver,2023-10-18,True
969,Bruce Wayne,robert.brown@example.com,26-35,Seattle,2022-10-05,True
970,John Doe,sarah.connor@example.com,46-55,Seattle,2023-09-24,True
971,Mary Jane,michael.clark@example.com,18-25,Boston,2023-01-01,True
972,Robert Brown,jane.smith@example.com,56+,Boston,2022-08-09,True
973,John Doe,michael.clark@example.com,26-35,San Francisco,2022-09-14,True
974,Jane Smith,michael.clark@example.com,56+,Los Angeles,2022-06-15,True
975,John Doe,mary.jane@example.com,46-55,Denver,2022-03-10,True
976,Emily Davis,bruce.wayne@example.com,26-35,Austin,2021-03-18,True
977,Robert Brown,emily.davis@example.com,56+,Denver,2021-12-23,True
978,Sarah Connor,robert.brown@example.com,36-45,Miami,2021-12-19,True
979,Mary Jane,bruce.wayne@example.com,56+,Denver,2022-01-18,True
980,Clark Kent,bruce.wayne@example.com,18-25,Boston,2023-08-01,True
981,Mary Jane,robert.brown@example.com,36-45,Seattle,2022-05-04,True
982,James Bond,mary.jane@example.com,18-25,Dallas,2021-05-19,True
983,James Bond,robert.brown@example.com,36-45,Denver,2021-04-25,True
984,Mary Jane,mary.jane@example.com,36-45,Dallas,2021-02-06,True
985,Robert Brown,clark.kent@example.com,26-35,Denver,2023-04-22,True
986,Jane Smith,bruce.wayne@example.com,26-35,Austin,2023-07-25,True
987,James Bond,mary.jane@example.com,56+,Boston,2023-02-10,True
988,Mary Jane,john.doe@example.com,56+,Miami,2023-04-01,True
989,Sarah Connor,emily.davis@example.com,18-25,San Francisco,2021-07-13,True
990,Emily Davis,emily.davis@example.com,46-55,Denver,2023-04-19,True
991,John Doe,jane.smith@example.com,26-35,Miami,2022-08-09,True
992,Jane Smith,james.bond@example.com,36-45,Miami,2021-09-20,True
993,John Doe,james.bond@example.com,56+,Boston,2021-11-16,True
994,Michael Clark,clark.kent@example.com,56+,San Francisco,2023-11-19,True
995,Bruce Wayne,emily.davis@example.com,56+,Miami,2021-09-17,True
996,James Bond,john.doe@example.com,56+,Dallas,2021-02-21,True
997,Mary Jane,jane.smith@example.com,26-35,Seattle,2023-03-12,True
998,Mary Jane,sarah.connor@example.com,26-35,Denver,2021-03-19,True
999,Bruce Wayne,mary.jane@example.com,36-45,Los Angeles,2022-05-03,True
1000,Jane Smith,mary.jane@example.com,46-55,Dallas,2023-05-16,True
